Item ID,Name,Width,Depth,Height,Mass,Priority,Expiry Date,Usage Limit,Preferred Zone
item0743,First Aid Kit,27,26,42,95,74,N/A,33,Storage Area 3
item0744,Dehydrated Meal Pack,42,31,61,20,48,2025-12-16,45,Airlock
item0745,Food Ration,75,31,28,19,50,N/A,79,European Laboratory
item0746,Microgravity Experiment Setup,13,85,21,94,61,2026-03-19,8,US Laboratory
item0747,Tool Kit,71,56,37,12,95,2025-12-28,46,Russian Laboratory
item0748,Battery Pack,36,89,87,73,98,2025-05-20,24,European Laboratory
item0749,Experiment Sample,17,20,86,21,21,2025-05-02,20,Docking Area 3
item0750,Dehydrated Meal Pack,77,8,76,48,13,N/A,1,Storage Area 1
item0751,Medical Supply Kit,100,93,13,52,12,N/A,43,Service Module
item0752,Battery Pack,26,9,90,60,71,N/A,89,Crew Quarters
item0753,Oxygen Cylinder,93,24,56,9,24,2025-11-05,74,Russian Laboratory
item0754,Oxygen Cylinder,28,41,14,69,79,N/A,83,Japanese Laboratory
item0755,Spare Part,30,65,23,67,37,2026-03-05,77,US Laboratory
item0756,Food Ration,41,80,47,48,44,2025-05-13,35,European Laboratory
item0757,Water Container,38,41,61,18,1,N/A,22,European Laboratory
item0758,Communication Device,72,56,94,89,14,2026-03-03,78,Docking Area 3
item0759,Dehydrated Meal Pack,68,94,41,87,74,N/A,88,Cupola
item0760,First Aid Kit,70,61,74,25,22,2025-04-13,82,Docking Area 2
item0761,Communication Device,28,81,23,50,60,N/A,10,Japanese Laboratory
item0762,Scientific Instrument,99,36,23,13,66,2025-06-06,80,Japanese Laboratory
item0763,Spare Part,56,14,12,22,3,N/A,94,Storage Area 1
item0764,Hygiene Kit,62,9,39,80,27,2025-08-06,89,Storage Area 2
item0765,Hygiene Kit,15,92,80,80,36,2025-07-23,47,Docking Area 4
item0766,Medical Supply Kit,86,30,56,8,99,N/A,99,Storage Area 2
item0767,Experiment Sample,67,30,28,73,37,N/A,4,Crew Quarters
item0768,Hygiene Kit,84,85,81,54,82,N/A,20,Crew Quarters
item0769,Medical Supply Kit,62,44,77,9,31,2025-08-09,2,Russian Laboratory
item0770,Dehydrated Meal Pack,96,8,7,1,7,2025-06-30,20,US Laboratory
item0771,Scientific Instrument,21,23,92,73,73,2025-11-28,20,Service Module
item0772,Water Container,70,86,56,11,39,2025-05-02,12,Japanese Laboratory
item0773,Food Ration,39,27,45,75,77,2025-12-03,7,Docking Area 2
item0774,Dehydrated Meal Pack,73,77,83,2,7,N/A,76,US Laboratory
item0775,Medical Supply Kit,36,59,48,55,44,N/A,17,US Laboratory
item0776,First Aid Kit,86,97,47,22,76,N/A,71,Storage Area 3
item0777,Microgravity Experiment Setup,77,53,43,16,31,N/A,59,Docking Area 4
item0778,Battery Pack,95,77,80,95,52,N/A,51,Crew Quarters
item0779,Dehydrated Meal Pack,32,49,7,72,68,N/A,37,Storage Area 2
item0780,Tool Kit,17,13,88,17,15,N/A,13,Storage Area 2
item0781,Spare Part,32,42,76,82,97,2025-10-01,5,Storage Area 2
item0782,Battery Pack,10,36,86,59,90,N/A,2,Crew Quarters
item0783,Battery Pack,53,73,56,40,88,N/A,20,Service Module
item0784,Food Ration,21,85,25,25,69,N/A,61,US Laboratory
item0785,Scientific Instrument,97,49,57,57,78,N/A,38,Docking Area 3
item0786,Tool Kit,55,9,79,43,45,N/A,29,Storage Area 3
item0787,Scientific Instrument,27,37,88,57,9,N/A,33,Cupola
item0788,Medical Supply Kit,61,30,61,43,88,2025-08-20,96,Cupola
item0789,Hygiene Kit,20,37,45,50,25,N/A,35,Docking Area 1
item0790,First Aid Kit,45,65,97,21,47,N/A,62,Cupola
item0791,Spare Part,26,75,53,3,66,2025-07-07,36,Docking Area 2
item0792,Tool Kit,74,100,94,55,86,2025-12-10,21,Russian Laboratory
item0793,Tool Kit,7,70,57,31,17,2025-09-09,16,Russian Laboratory
item0794,First Aid Kit,76,71,59,41,43,N/A,40,Storage Area 1
item0795,Solar Panel Part,54,89,71,15,3,N/A,6,Storage Area 3
item0796,Water Container,21,8,62,12,97,2026-01-27,46,Cupola
item0797,Food Ration,78,55,51,52,33,N/A,31,Crew Quarters
item0798,Hygiene Kit,68,43,97,38,83,N/A,24,US Laboratory
item0799,First Aid Kit,28,92,95,79,30,2025-11-14,97,Docking Area 4
item0800,Medical Supply Kit,91,8,96,59,37,2025-12-27,81,Docking Area 1
item0801,Water Container,50,24,21,23,84,N/A,10,Cupola
item0802,Experiment Sample,96,11,51,44,87,2025-06-01,84,US Laboratory
item0803,Dehydrated Meal Pack,54,40,100,25,90,2025-10-23,6,Russian Laboratory
item0804,Food Ration,33,52,34,85,46,2026-03-16,9,Cupola
item0805,Dehydrated Meal Pack,24,77,36,9,81,2025-12-02,8,Storage Area 1
item0806,Spare Part,79,71,66,31,88,N/A,38,Airlock
item0807,Dehydrated Meal Pack,35,20,39,26,56,N/A,2,Crew Quarters
item0808,Hygiene Kit,24,71,46,88,47,N/A,85,Docking Area 2
item0809,Communication Device,57,18,94,63,97,2025-09-18,20,US Laboratory
item0810,Dehydrated Meal Pack,46,82,95,17,40,2025-10-20,23,Docking Area 4
item0811,Microgravity Experiment Setup,77,23,81,87,66,2026-01-29,15,European Laboratory
item0812,Water Container,73,22,11,54,37,2025-10-18,56,Docking Area 3
item0813,Experiment Sample,89,10,72,27,60,2025-11-29,53,Docking Area 4
item0814,Oxygen Cylinder,50,41,29,73,88,N/A,83,Docking Area 1
item0815,Tool Kit,87,79,57,45,75,N/A,72,Russian Laboratory
item0816,Hygiene Kit,47,59,28,84,34,2025-05-06,59,Storage Area 2
item0817,Dehydrated Meal Pack,71,14,52,68,82,2025-12-28,37,Crew Quarters
item0818,First Aid Kit,44,70,31,7,4,N/A,69,Docking Area 1
item0819,Battery Pack,98,45,99,47,88,N/A,11,Docking Area 4
item0820,Scientific Instrument,89,36,84,15,7,N/A,8,Docking Area 4
item0821,Water Container,81,79,17,28,5,N/A,90,Crew Quarters
item0822,Communication Device,58,50,78,90,75,N/A,27,Cupola
item0823,Tool Kit,36,42,29,31,82,2025-10-14,87,Storage Area 3
item0824,Hygiene Kit,97,27,53,87,60,2026-03-16,72,Storage Area 2
item0825,Spare Part,91,27,78,14,63,2025-08-26,25,Docking Area 2
item0826,First Aid Kit,42,58,72,43,26,2025-05-25,2,Japanese Laboratory
item0827,Water Container,87,10,76,10,14,N/A,66,Japanese Laboratory
item0828,Communication Device,38,42,52,86,24,2025-06-08,8,Storage Area 1
item0829,Oxygen Cylinder,79,44,41,37,54,2025-11-23,48,Storage Area 2
item0830,Microgravity Experiment Setup,95,49,35,70,18,N/A,12,Crew Quarters
item0831,Dehydrated Meal Pack,63,19,96,73,41,N/A,17,European Laboratory
item0832,Experiment Sample,87,94,62,5,58,2025-09-10,8,Docking Area 4
item0833,Microgravity Experiment Setup,49,34,72,11,61,2025-08-03,67,Storage Area 1
item0834,Tool Kit,74,44,11,56,69,2026-01-31,25,Storage Area 2
item0835,Communication Device,18,100,80,16,33,2026-02-23,24,Storage Area 2
item0836,First Aid Kit,92,32,6,19,18,N/A,6,Storage Area 3
item0837,Experiment Sample,25,34,33,75,75,N/A,44,Docking Area 1
item0838,Tool Kit,57,22,38,5,89,N/A,23,Japanese Laboratory
item0839,Solar Panel Part,90,12,77,62,23,2026-03-05,15,Cupola
item0840,Dehydrated Meal Pack,47,78,69,6,10,2025-04-08,86,Storage Area 3
item0841,Dehydrated Meal Pack,50,64,10,22,1,N/A,91,Russian Laboratory
item0842,Battery Pack,96,79,21,63,31,N/A,93,Storage Area 1
item0843,Water Container,65,11,65,65,1,N/A,89,Cupola
item0844,Tool Kit,65,90,98,16,30,N/A,83,Russian Laboratory
item0845,First Aid Kit,19,34,15,88,81,2025-12-12,100,Storage Area 1
item0846,Experiment Sample,37,27,78,17,51,N/A,68,Russian Laboratory
item0847,First Aid Kit,32,16,17,36,88,N/A,44,European Laboratory
item0848,Microgravity Experiment Setup,66,11,99,42,20,N/A,86,Airlock
item0849,Experiment Sample,86,26,42,48,96,N/A,84,Storage Area 3
item0850,First Aid Kit,17,13,22,90,25,N/A,75,Russian Laboratory
item0851,Oxygen Cylinder,22,77,56,61,30,2026-03-22,48,Cupola
item0852,Medical Supply Kit,49,58,86,98,97,N/A,22,Russian Laboratory
item0853,Oxygen Cylinder,62,93,15,1,3,2025-10-08,47,US Laboratory
item0854,Dehydrated Meal Pack,8,32,37,76,67,2025-04-07,21,Storage Area 1
item0855,Oxygen Cylinder,81,8,76,7,52,2025-12-26,56,Service Module
item0856,Scientific Instrument,30,61,10,97,85,N/A,67,Japanese Laboratory
item0857,First Aid Kit,31,11,30,100,84,2025-08-21,22,Airlock
item0858,Solar Panel Part,15,78,33,96,18,2026-03-23,99,Docking Area 4
item0859,Communication Device,100,75,75,69,87,2026-02-28,87,Docking Area 4
item0860,Spare Part,52,44,22,15,8,2025-08-02,35,Service Module
item0861,Dehydrated Meal Pack,43,55,97,6,41,2025-05-22,10,Docking Area 4
item0862,Communication Device,13,29,79,86,81,2025-12-24,13,Service Module
item0863,Battery Pack,67,75,9,9,69,N/A,90,US Laboratory
item0864,Scientific Instrument,83,67,51,86,94,2025-10-02,17,Storage Area 1
item0865,Food Ration,81,45,11,95,35,2025-07-15,9,Russian Laboratory
item0866,Dehydrated Meal Pack,15,89,27,29,15,N/A,44,Storage Area 2
item0867,First Aid Kit,54,48,9,76,79,2025-08-14,79,Storage Area 2
item0868,Scientific Instrument,62,68,33,50,53,2025-07-15,48,Docking Area 3
item0869,Scientific Instrument,20,67,32,64,82,2026-02-06,84,Docking Area 4
item0870,Tool Kit,76,70,54,96,37,N/A,30,US Laboratory
item0871,Dehydrated Meal Pack,9,100,6,58,17,2025-05-23,37,Cupola
item0872,Water Container,65,28,77,78,85,2025-05-04,79,European Laboratory
item0873,Dehydrated Meal Pack,9,82,65,2,28,2025-05-22,4,Docking Area 4
item0874,Communication Device,51,21,70,30,78,2025-10-01,52,Docking Area 3
item0875,Microgravity Experiment Setup,78,17,7,19,0,2026-03-03,61,Cupola
item0876,Microgravity Experiment Setup,50,49,92,88,31,N/A,100,Docking Area 4
item0877,Medical Supply Kit,43,77,59,53,46,2025-04-21,21,Docking Area 4
item0878,Medical Supply Kit,39,44,57,16,50,N/A,43,Docking Area 2
item0879,Dehydrated Meal Pack,99,92,74,84,29,2025-07-13,75,Storage Area 2
item0880,Solar Panel Part,76,61,66,66,48,2026-03-15,49,Storage Area 2
item0881,Solar Panel Part,52,86,26,44,54,N/A,16,European Laboratory
item0882,Solar Panel Part,92,53,19,26,37,N/A,6,Service Module
item0883,Tool Kit,64,18,65,99,34,2025-08-26,100,Docking Area 2
item0884,Hygiene Kit,75,75,29,80,26,N/A,97,Service Module
item0885,Dehydrated Meal Pack,18,20,93,56,83,N/A,84,Cupola
item0886,Communication Device,97,62,53,82,9,2025-04-20,51,Docking Area 1
item0887,Spare Part,85,12,61,100,62,2025-08-31,16,Airlock
item0888,Spare Part,65,55,63,84,78,2025-04-07,57,Docking Area 4
item0889,Water Container,76,45,44,52,26,2025-10-11,63,Crew Quarters
item0890,Battery Pack,15,62,47,44,58,N/A,15,Cupola
item0891,Food Ration,26,95,35,71,27,2026-03-09,60,Storage Area 2
item0892,Oxygen Cylinder,54,78,36,42,21,2026-03-26,90,Storage Area 3
item0893,Hygiene Kit,56,22,98,73,99,N/A,42,Cupola
item0894,Food Ration,31,10,99,29,52,2025-05-09,49,Japanese Laboratory
item0895,Tool Kit,73,17,24,58,56,N/A,28,Service Module
item0896,First Aid Kit,87,67,24,23,47,2025-09-19,15,Japanese Laboratory
item0897,Scientific Instrument,84,69,19,86,93,N/A,92,Airlock
item0898,Communication Device,12,19,61,48,11,N/A,77,Cupola
item0899,Dehydrated Meal Pack,92,65,14,91,2,N/A,30,US Laboratory
item0900,Hygiene Kit,47,46,8,31,13,2026-01-02,8,Storage Area 2
item0901,Battery Pack,100,50,53,54,9,2025-09-23,57,Russian Laboratory
item0902,Food Ration,82,47,25,27,76,N/A,84,European Laboratory
item0903,Solar Panel Part,35,22,59,73,21,2026-02-05,32,European Laboratory
item0904,Spare Part,79,78,31,19,17,2026-01-12,84,Crew Quarters
item0905,Spare Part,95,43,56,51,93,2025-04-22,49,Docking Area 1
item0906,Tool Kit,18,86,14,7,51,N/A,6,Docking Area 3
item0907,Battery Pack,57,26,73,55,2,N/A,2,Russian Laboratory
item0908,Battery Pack,80,67,25,73,48,N/A,25,Storage Area 3
item0909,Medical Supply Kit,63,63,80,93,81,2025-07-05,61,Airlock
item0910,Dehydrated Meal Pack,16,12,68,84,69,2025-08-25,46,Docking Area 4
item0911,Scientific Instrument,7,52,49,24,32,N/A,24,Storage Area 2
item0912,First Aid Kit,67,64,51,30,6,N/A,29,Storage Area 1
item0913,Microgravity Experiment Setup,99,52,73,12,60,2026-02-27,49,European Laboratory
item0914,Tool Kit,13,12,33,41,73,2025-05-12,55,Storage Area 3
item0915,Solar Panel Part,22,57,78,48,79,2025-07-02,19,Service Module
item0916,Tool Kit,13,60,40,66,40,2026-03-10,37,Storage Area 1
item0917,Communication Device,95,17,78,24,53,2026-01-22,66,Storage Area 2
item0918,Experiment Sample,47,89,6,72,87,2026-01-30,94,US Laboratory
item0919,Solar Panel Part,36,15,54,43,17,2025-04-25,46,Airlock
item0920,First Aid Kit,18,46,39,45,52,N/A,23,Japanese Laboratory
item0921,Experiment Sample,25,70,18,32,16,N/A,1,Docking Area 1
item0922,Tool Kit,58,9,18,69,2,N/A,23,Storage Area 1
item0923,Experiment Sample,72,12,5,53,59,2025-08-15,40,European Laboratory
item0924,First Aid Kit,75,10,69,33,32,N/A,25,Service Module
item0925,First Aid Kit,71,14,29,58,26,2025-12-09,55,Cupola
item0926,Hygiene Kit,63,55,72,41,36,2025-07-21,14,Docking Area 4
item0927,Food Ration,31,45,49,53,6,N/A,19,Airlock
item0928,Solar Panel Part,92,10,97,86,100,N/A,69,Docking Area 3
item0929,Communication Device,58,84,8,37,87,N/A,28,Docking Area 3
item0930,Hygiene Kit,38,39,100,82,32,2026-01-07,38,Airlock
item0931,Spare Part,24,7,71,70,1,N/A,52,Docking Area 1
item0932,Hygiene Kit,74,77,20,22,31,2025-08-10,81,Docking Area 4
item0933,Spare Part,12,38,100,44,20,N/A,41,Russian Laboratory
item0934,Water Container,65,82,84,25,96,2025-09-12,28,Russian Laboratory
item0935,Oxygen Cylinder,45,26,80,23,64,2026-02-28,11,Russian Laboratory
item0936,First Aid Kit,24,91,44,49,60,N/A,42,Docking Area 4
item0937,Communication Device,10,31,17,33,74,2026-03-15,23,Russian Laboratory
item0938,Hygiene Kit,45,5,31,69,74,N/A,93,US Laboratory
item0939,Medical Supply Kit,69,81,5,56,85,N/A,80,US Laboratory
item0940,Scientific Instrument,44,6,6,34,61,N/A,65,Storage Area 2
item0941,Spare Part,96,57,12,51,87,N/A,56,Storage Area 1
item0942,Microgravity Experiment Setup,38,45,66,99,73,N/A,32,Cupola
item0943,First Aid Kit,87,75,60,1,72,2025-04-10,11,Storage Area 1
item0944,First Aid Kit,74,60,84,15,56,N/A,49,Docking Area 2
item0945,Dehydrated Meal Pack,93,9,40,31,12,2026-03-15,75,European Laboratory
item0946,Food Ration,63,73,13,9,6,N/A,65,Crew Quarters
item0947,Tool Kit,20,39,40,13,89,2026-03-28,25,Docking Area 3
item0948,Battery Pack,83,63,88,75,35,2025-10-13,46,Docking Area 1
item0949,Communication Device,88,44,83,82,40,2025-10-17,29,Docking Area 3
item0950,Hygiene Kit,14,12,79,79,39,N/A,10,Service Module
item0951,Scientific Instrument,33,40,85,69,87,N/A,77,Storage Area 2
item0952,Experiment Sample,84,96,23,1,49,2025-07-01,40,Cupola
item0953,Battery Pack,94,11,66,77,5,N/A,62,Service Module
item0954,Tool Kit,85,27,6,65,75,2025-05-18,39,Storage Area 2
item0955,Tool Kit,64,81,83,56,65,N/A,62,Service Module
item0956,Microgravity Experiment Setup,54,70,84,47,50,2025-08-17,51,Docking Area 2
item0957,First Aid Kit,48,86,73,42,39,2026-03-29,10,Airlock
item0958,Battery Pack,96,23,60,53,28,N/A,11,Docking Area 2
item0959,Spare Part,47,23,86,34,56,2025-11-15,60,Storage Area 1
item0960,Solar Panel Part,24,21,79,59,46,2026-01-04,39,Storage Area 3
item0961,First Aid Kit,75,7,13,96,99,2025-09-13,58,Docking Area 4
item0962,Scientific Instrument,91,62,42,49,97,2025-10-01,57,Crew Quarters
item0963,Scientific Instrument,52,43,31,67,45,N/A,68,Docking Area 3
item0964,Water Container,26,80,19,80,37,N/A,93,US Laboratory
item0965,Hygiene Kit,18,43,69,32,46,2025-04-23,68,Storage Area 1
item0966,Communication Device,12,83,9,86,73,2026-03-24,89,Service Module
item0967,Solar Panel Part,47,10,24,14,31,2026-01-20,35,European Laboratory
item0968,Battery Pack,89,91,63,67,52,2025-11-25,85,Docking Area 3
item0969,Battery Pack,57,58,83,37,9,2025-07-07,6,Airlock
item0970,Medical Supply Kit,99,8,44,21,87,N/A,55,Storage Area 2
item0971,Medical Supply Kit,42,88,96,87,8,N/A,42,Docking Area 3
item0972,Oxygen Cylinder,19,72,45,23,16,2025-07-10,45,Service Module
item0973,Oxygen Cylinder,22,34,39,35,12,N/A,87,Airlock
item0974,Water Container,40,82,99,31,27,2025-11-22,1,Cupola
item0975,Medical Supply Kit,39,74,25,23,90,2025-08-17,97,Docking Area 4
item0976,Hygiene Kit,28,20,32,88,64,N/A,7,European Laboratory
item0977,Scientific Instrument,66,12,30,19,16,N/A,89,Airlock
item0978,Water Container,66,19,31,65,35,2025-10-27,60,Docking Area 3
item0979,Food Ration,49,26,69,44,43,N/A,94,European Laboratory
item0980,Microgravity Experiment Setup,65,38,8,37,83,2025-06-25,3,Storage Area 3
item0981,First Aid Kit,6,62,63,77,71,N/A,67,Storage Area 2
item0982,Scientific Instrument,50,100,40,60,31,2025-04-24,76,US Laboratory
item0983,Tool Kit,16,26,5,36,84,2026-03-18,4,Docking Area 3
item0984,Dehydrated Meal Pack,6,74,77,85,38,2026-03-03,24,Cupola
item0985,Water Container,96,51,15,86,37,2025-11-24,7,Docking Area 2
item0986,Spare Part,21,41,93,60,38,N/A,1,Storage Area 3
item0987,Medical Supply Kit,8,85,13,75,76,2026-01-30,14,Service Module
item0988,Experiment Sample,97,56,33,92,1,N/A,72,Docking Area 4
item0989,Communication Device,97,62,45,39,98,2026-03-02,68,Russian Laboratory
item0990,Communication Device,37,75,95,32,45,N/A,43,European Laboratory
item0991,Experiment Sample,33,29,65,60,52,2025-07-29,80,Japanese Laboratory
item0992,Spare Part,63,48,95,76,5,2026-03-02,68,Airlock
item0993,Solar Panel Part,50,56,99,64,0,N/A,70,Russian Laboratory
item0994,Hygiene Kit,93,94,36,8,35,N/A,39,Storage Area 2
item0995,First Aid Kit,84,36,9,26,8,2026-02-17,50,Docking Area 3
item0996,Experiment Sample,67,25,43,8,75,2025-08-26,71,Storage Area 3
item0997,Spare Part,55,82,31,1,17,N/A,16,Docking Area 4
item0998,Battery Pack,17,53,85,43,7,2026-01-29,96,Docking Area 1
item0999,Oxygen Cylinder,43,15,58,30,50,N/A,14,Russian Laboratory
item1000,Spare Part,33,52,46,33,60,2025-06-12,61,Storage Area 3
item1001,Solar Panel Part,69,78,86,99,96,2026-03-28,79,Docking Area 2
item1002,Scientific Instrument,79,88,60,39,8,2025-10-27,17,US Laboratory
item1003,Hygiene Kit,36,24,9,86,36,2025-07-20,23,Cupola
item1004,Water Container,18,46,66,42,100,2025-03-31,19,Crew Quarters
item1005,Spare Part,69,84,95,58,57,2025-12-07,89,European Laboratory
item1006,Experiment Sample,79,57,52,76,5,N/A,100,Storage Area 3
item1007,Hygiene Kit,37,10,65,63,27,N/A,63,Docking Area 1
item1008,Tool Kit,35,33,70,7,4,N/A,52,Storage Area 1
item1009,First Aid Kit,15,91,65,85,80,2026-01-21,55,Storage Area 2
item1010,Tool Kit,22,17,6,50,40,N/A,35,Cupola
item1011,Water Container,13,58,11,32,10,N/A,51,Cupola
item1012,Food Ration,37,60,16,62,26,2025-03-31,99,Storage Area 3
item1013,Spare Part,54,15,9,75,36,2026-03-24,65,US Laboratory
item1014,Water Container,74,17,74,44,58,N/A,71,Russian Laboratory
item1015,First Aid Kit,73,15,14,18,21,N/A,60,Cupola
item1016,Experiment Sample,76,16,50,43,78,2026-02-28,47,European Laboratory
item1017,Microgravity Experiment Setup,51,24,6,78,82,2025-05-19,48,Service Module
item1018,First Aid Kit,37,76,90,5,92,2025-08-24,43,Cupola
item1019,Experiment Sample,11,19,64,30,53,N/A,70,European Laboratory
item1020,Medical Supply Kit,71,69,38,30,70,2026-02-26,86,Japanese Laboratory
item1021,Oxygen Cylinder,30,42,52,80,14,2025-06-08,6,Docking Area 1
item1022,Communication Device,82,17,73,91,50,2025-10-28,46,Docking Area 2
item1023,First Aid Kit,52,81,78,73,70,N/A,82,Airlock
item1024,Tool Kit,46,19,65,38,80,N/A,95,Docking Area 3
item1025,Spare Part,68,17,9,79,23,2025-04-25,40,Service Module
item1026,Food Ration,59,67,68,58,56,N/A,5,Storage Area 3
item1027,First Aid Kit,33,60,24,51,1,N/A,6,Airlock
item1028,Medical Supply Kit,12,49,26,99,5,2025-07-11,38,Storage Area 3
item1029,Battery Pack,21,16,63,82,98,N/A,51,Russian Laboratory
item1030,Oxygen Cylinder,16,59,37,64,87,N/A,7,Storage Area 3
item1031,Spare Part,62,35,27,80,6,2025-06-26,47,US Laboratory
item1032,Water Container,92,99,69,96,27,N/A,20,Docking Area 1
item1033,Medical Supply Kit,52,63,38,44,82,N/A,76,Docking Area 1
item1034,Experiment Sample,31,65,72,15,77,N/A,4,Docking Area 1
item1035,Battery Pack,29,48,5,12,46,N/A,18,Japanese Laboratory
item1036,Hygiene Kit,29,37,30,15,40,2025-07-11,58,European Laboratory
item1037,Dehydrated Meal Pack,20,29,10,98,87,2026-03-15,68,Storage Area 1
item1038,Medical Supply Kit,38,30,39,46,93,2025-04-19,84,Storage Area 2
item1039,Microgravity Experiment Setup,25,17,35,91,73,2025-10-14,36,Docking Area 1
item1040,Scientific Instrument,86,35,64,84,73,N/A,5,Storage Area 3
item1041,Tool Kit,82,17,43,4,36,N/A,9,Japanese Laboratory
item1042,Hygiene Kit,62,77,100,23,1,N/A,56,Docking Area 2
item1043,Battery Pack,89,16,90,47,43,2025-10-08,49,Docking Area 3
item1044,Spare Part,5,71,14,73,12,N/A,12,Japanese Laboratory
item1045,Communication Device,36,44,45,59,66,N/A,67,Docking Area 4
item1046,First Aid Kit,37,94,85,98,100,N/A,92,Storage Area 2
item1047,First Aid Kit,37,19,5,14,10,N/A,33,Service Module
item1048,Microgravity Experiment Setup,8,33,10,63,63,2025-09-24,78,Airlock
item1049,Oxygen Cylinder,36,35,70,60,49,N/A,29,Airlock
item1050,Tool Kit,71,60,87,95,21,2025-11-25,45,Russian Laboratory
item1051,Hygiene Kit,100,92,63,12,51,N/A,92,Russian Laboratory
item1052,Experiment Sample,40,71,51,26,51,N/A,87,Service Module
item1053,Dehydrated Meal Pack,58,51,66,79,49,N/A,75,Docking Area 2
item1054,Hygiene Kit,59,94,47,70,42,2026-03-17,34,Storage Area 1
item1055,Spare Part,43,91,36,87,73,N/A,21,Storage Area 3
item1056,Oxygen Cylinder,79,59,36,28,69,2025-05-13,83,Docking Area 1
item1057,Solar Panel Part,81,35,73,25,27,2025-05-16,49,Cupola
item1058,Tool Kit,98,50,96,23,43,N/A,47,Storage Area 1
item1059,Oxygen Cylinder,86,43,96,64,70,2025-12-12,24,Docking Area 2
item1060,Water Container,94,64,76,78,92,2026-01-23,32,Docking Area 1
item1061,Scientific Instrument,35,81,8,28,96,N/A,48,Docking Area 1
item1062,Oxygen Cylinder,65,44,94,34,83,N/A,66,Airlock
item1063,Water Container,26,33,44,19,28,2025-04-23,85,Storage Area 3
item1064,Spare Part,83,51,96,36,58,2025-10-13,82,Storage Area 2
item1065,Water Container,57,35,47,74,6,N/A,30,Docking Area 2
item1066,Oxygen Cylinder,36,80,88,29,83,N/A,1,Storage Area 3
item1067,Dehydrated Meal Pack,82,40,18,72,73,N/A,21,Service Module
item1068,Experiment Sample,42,73,5,65,36,2026-03-23,80,Docking Area 4
item1069,Battery Pack,80,29,56,22,46,N/A,62,Docking Area 3
item1070,Food Ration,10,17,75,73,73,2025-09-29,39,Storage Area 1
item1071,Dehydrated Meal Pack,34,87,96,100,38,N/A,42,Storage Area 1
item1072,Tool Kit,57,18,64,18,20,2025-07-21,90,Docking Area 3
item1073,Oxygen Cylinder,46,33,18,59,93,N/A,8,Docking Area 2
item1074,Hygiene Kit,72,42,65,42,43,2025-07-09,97,Airlock
item1075,Battery Pack,79,86,62,45,26,N/A,26,Russian Laboratory
item1076,Scientific Instrument,15,28,7,23,88,N/A,45,US Laboratory
item1077,Hygiene Kit,27,51,24,48,82,2025-05-16,22,Service Module
item1078,Water Container,14,10,56,51,76,2025-11-17,44,Storage Area 3
item1079,Spare Part,73,38,36,53,37,N/A,32,Docking Area 4
item1080,Solar Panel Part,54,95,37,78,66,2025-04-13,92,Docking Area 1
item1081,Medical Supply Kit,29,67,26,14,53,2025-11-14,75,Storage Area 2
item1082,Solar Panel Part,55,95,46,51,17,2025-04-23,30,Storage Area 3
item1083,Tool Kit,14,50,5,96,49,2025-12-06,41,Cupola
item1084,Oxygen Cylinder,14,17,68,27,5,2025-10-24,15,Storage Area 2
item1085,Battery Pack,12,32,19,53,11,2025-06-04,8,Japanese Laboratory
item1086,Oxygen Cylinder,24,35,68,57,20,N/A,51,Storage Area 3
item1087,Communication Device,43,72,19,7,31,2026-03-22,40,Storage Area 1
item1088,Experiment Sample,78,18,25,47,33,2025-11-07,30,Docking Area 1
item1089,Scientific Instrument,64,56,92,22,35,N/A,20,Docking Area 4
item1090,Communication Device,8,40,89,11,62,2025-04-16,77,Docking Area 3
item1091,Communication Device,22,34,97,19,18,2026-01-12,68,Airlock
item1092,First Aid Kit,63,58,53,78,75,N/A,69,Docking Area 3
item1093,Oxygen Cylinder,42,20,35,9,91,N/A,57,Cupola
item1094,Spare Part,98,31,58,20,71,N/A,95,Japanese Laboratory
item1095,Scientific Instrument,20,46,25,29,93,N/A,29,Storage Area 2
item1096,Tool Kit,27,19,64,29,90,2025-12-21,24,Crew Quarters
item1097,Water Container,30,13,20,27,10,N/A,57,Docking Area 2
item1098,Water Container,79,61,95,24,50,N/A,79,Service Module
item1099,Hygiene Kit,86,67,23,5,99,N/A,46,Japanese Laboratory
item1100,Microgravity Experiment Setup,33,9,37,98,33,N/A,69,Docking Area 1
item1101,Water Container,66,95,14,55,74,2025-07-26,19,Service Module
item1102,Medical Supply Kit,17,62,98,56,68,N/A,37,Docking Area 2
item1103,Hygiene Kit,66,55,70,30,80,N/A,82,Cupola
item1104,Solar Panel Part,76,20,64,77,38,2025-04-10,22,US Laboratory
item1105,Solar Panel Part,96,63,89,66,45,2026-02-09,95,Crew Quarters
item1106,Dehydrated Meal Pack,72,8,75,43,63,N/A,4,Docking Area 1
item1107,Water Container,31,28,35,11,62,N/A,73,Russian Laboratory
item1108,Scientific Instrument,54,24,96,2,77,N/A,33,European Laboratory
item1109,Medical Supply Kit,99,11,50,58,77,N/A,24,Russian Laboratory
item1110,Microgravity Experiment Setup,34,31,9,33,23,2025-10-18,1,Russian Laboratory
item1111,Scientific Instrument,85,12,34,30,44,N/A,75,Storage Area 3
item1112,Scientific Instrument,10,79,93,71,33,2025-08-17,94,European Laboratory
item1113,Scientific Instrument,55,24,45,90,8,2026-03-05,20,Cupola
item1114,Solar Panel Part,35,14,64,34,35,N/A,88,Cupola
item1115,Water Container,41,75,47,70,19,N/A,89,Storage Area 2
